recruitment_seq,address_seq1,address_seq2,address_seq3,career_end,career_start,education,major_task,qualifications,text_keyword,check_box_2507,check_box_2707,check_box_2810,check_box_2204,check_box_2205,check_box_2101,check_box_2108,check_box_2201,check_box_2501,check_box_2203,check_box_2109,check_box_2110,check_box_2302,check_box_2104,check_box_2105,check_box_3008,check_box_3099,check_box_2703,check_box_2299,check_box_2102,check_box_keyword_cnt,company_type_seq,supply_kind,employee,company_size,recruit_code,recruit_pop
R05003,3.0,0.0,0.0,120,24,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,6
R05004,3.0,0.0,0.0,70,0,4,2,2,8,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,4,0,4
R05005,3.0,0.0,0.0,132,59,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,7
R05006,3.0,0.0,0.0,206,45,3,2,1,6,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,9.0,508.0,35.0,1,4,8
R05007,3.0,0.0,0.0,180,66,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,3,7
R05008,3.0,0.0,0.0,138,53,3,2,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,5
R05009,3.0,0.0,0.0,144,48,4,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,8
R05010,3.0,5.0,0.0,80,12,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,4,2,4
R05011,3.0,0.0,0.0,190,0,4,2,1,8,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,8
R05012,3.0,0.0,0.0,240,40,3,2,1,6,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,4.0,402.0,525.0,2,0,6
R05013,3.0,20.0,0.0,72,0,3,2,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,6
R05014,3.0,0.0,0.0,170,84,4,2,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,8,0.0,0.0,0.0,4,2,7
R05015,3.0,0.0,0.0,216,99,3,2,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,7,4.0,402.0,150.0,3,2,5
R05016,3.0,0.0,0.0,264,15,2,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,6
R05017,3.0,0.0,0.0,264,0,3,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,13
R05018,3.0,0.0,0.0,96,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,100.0,200.0,3,3,10
R05019,3.0,0.0,0.0,246,0,2,2,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,100.0,250.0,3,0,6
R05020,3.0,0.0,0.0,174,12,3,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,10
R05021,3.0,0.0,0.0,120,0,3,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,1,4
R05022,3.0,0.0,0.0,166,19,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,402.0,800.0,2,3,25
R05023,3.0,0.0,0.0,152,0,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,2,26
R05024,3.0,0.0,0.0,250,59,4,2,1,8,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9.0,402.0,19.0,1,4,6
R05025,3.0,0.0,0.0,164,37,2,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,6
R05026,3.0,0.0,0.0,156,27,4,2,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,402.0,50.0,1,0,6
R05027,3.0,0.0,0.0,156,12,3,2,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,4
R05028,3.0,0.0,0.0,96,0,4,2,2,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,1,5
R05029,3.0,0.0,0.0,99,0,3,2,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,12
R05030,3.0,0.0,0.0,108,7,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,6
R05031,3.0,0.0,0.0,120,42,2,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,402.0,41.0,1,3,6
R05032,3.0,0.0,0.0,76,6,4,2,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,8
R05033,3.0,0.0,0.0,120,0,3,2,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,2.0,402.0,40.0,1,0,7
R05034,3.0,0.0,0.0,108,0,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,14
R05035,3.0,0.0,0.0,112,29,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,7
R05036,3.0,0.0,0.0,174,24,4,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,11
R05037,3.0,0.0,0.0,176,24,4,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,514.0,20.0,1,0,8
R05038,3.0,0.0,0.0,228,78,3,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,13
R05039,3.0,0.0,0.0,199,2,4,9,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5.0,402.0,800.0,2,2,7
R05040,3.0,0.0,0.0,228,35,4,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2.0,100.0,145.0,3,4,12
R05041,3.0,0.0,0.0,108,0,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,10
R05042,3.0,0.0,0.0,57,0,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,6,0.0,0.0,0.0,4,0,7
R05043,3.0,0.0,0.0,175,0,4,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,7
R05044,3.0,0.0,0.0,395,37,3,2,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,9
R05045,3.0,0.0,0.0,58,0,3,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,500.0,2,1,8
R05046,3.0,0.0,0.0,94,0,4,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,7
R05047,3.0,0.0,0.0,132,0,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2.0,201.0,160.0,3,3,15
R05048,3.0,0.0,0.0,192,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,100.0,100.0,3,2,6
R05049,3.0,0.0,0.0,163,0,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.0,0.0,0.0,4,3,11
R05050,3.0,0.0,0.0,68,8,2,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,6
R05051,3.0,0.0,0.0,144,0,4,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,8,0.0,0.0,0.0,4,0,11
R05052,3.0,0.0,0.0,157,10,4,2,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,4,0,8
R05053,3.0,0.0,0.0,80,0,3,2,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,100.0,100.0,3,0,6
R05054,3.0,0.0,0.0,216,36,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,100.0,270.0,3,0,7
R05055,3.0,0.0,0.0,41,0,3,8,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4.0,402.0,525.0,2,0,9
R05056,11.0,0.0,0.0,54,0,3,2,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,8,0.0,0.0,0.0,4,0,6
R05057,3.0,0.0,0.0,72,6,3,2,2,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2.0,402.0,41.0,1,2,6
R05058,3.0,0.0,0.0,228,228,4,2,1,4,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,1
R05059,3.0,0.0,0.0,58,0,4,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.0,100.0,10.0,1,3,10
R05060,3.0,0.0,0.0,245,0,2,2,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,25
R05061,3.0,0.0,0.0,132,0,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.0,0.0,0.0,4,3,8
R05062,3.0,0.0,0.0,60,0,4,2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4.0,402.0,525.0,2,2,15
R05063,3.0,0.0,0.0,164,40,4,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,5
R05064,3.0,0.0,0.0,98,40,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,4
R05065,3.0,0.0,0.0,53,0,2,8,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,2,6
R05066,3.0,0.0,0.0,72,0,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,250.0,3,0,5
R05067,3.0,0.0,0.0,99,0,3,2,2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,4,0,8
R05068,3.0,0.0,0.0,177,107,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,2,8
R05069,3.0,5.0,0.0,156,0,3,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,3
R05070,3.0,0.0,0.0,143,0,3,2,2,8,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,201.0,60.0,3,0,13
R05071,5.0,0.0,0.0,108,0,3,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,8
R05072,3.0,0.0,0.0,170,16,3,2,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,4,0,20
R05073,3.0,0.0,0.0,153,16,3,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,10
R05074,3.0,0.0,0.0,293,63,3,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,9
R05075,3.0,0.0,0.0,136,0,3,2,1,8,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,5
R05076,5.0,0.0,0.0,179,0,2,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5.0,402.0,300.0,3,2,45
R05077,3.0,0.0,0.0,107,24,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,402.0,250.0,3,3,7
R05078,3.0,0.0,0.0,60,4,3,2,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0.0,0.0,0.0,4,2,5
R05079,3.0,0.0,0.0,154,24,3,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4.0,402.0,32.0,1,0,10
R05080,3.0,0.0,0.0,169,45,4,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,7
R05081,3.0,0.0,0.0,240,54,2,2,1,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.0,402.0,590.0,2,2,5
R05082,3.0,0.0,0.0,143,68,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,3,7
R05083,3.0,0.0,0.0,96,0,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,10
R05084,3.0,0.0,0.0,142,30,4,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,1,13
R05085,3.0,0.0,0.0,252,0,2,2,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,21
R05086,3.0,0.0,0.0,84,0,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,10
R05087,3.0,0.0,0.0,59,0,4,2,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,11
R05088,3.0,0.0,0.0,26,12,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,402.0,90.0,3,3,5
R05089,3.0,0.0,0.0,88,0,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,2
R05090,3.0,0.0,0.0,116,51,2,2,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5.0,100.0,1600.0,0,0,5
R05091,5.0,0.0,0.0,150,0,3,2,2,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,7,5.0,201.0,631.0,2,2,7
R05092,3.0,0.0,0.0,199,96,3,2,1,6,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,100.0,180.0,3,4,7
R05093,3.0,0.0,0.0,101,24,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,3,7
R05094,3.0,0.0,0.0,145,18,4,2,1,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.0,402.0,590.0,2,2,6
R05095,3.0,0.0,0.0,63,0,3,2,2,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,1,7
R05096,3.0,0.0,0.0,171,0,3,2,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,402.0,310.0,2,0,6
R05097,3.0,0.0,0.0,225,32,2,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,10
R05098,3.0,0.0,0.0,282,0,4,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,2,8
R05099,3.0,0.0,0.0,64,60,3,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,2
R05100,3.0,0.0,0.0,246,135,2,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,5
R05101,3.0,0.0,0.0,48,0,4,2,1,8,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,10
R05102,3.0,0.0,0.0,203,26,2,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,201.0,10.0,1,4,22
R05103,3.0,0.0,0.0,120,40,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,6
R05104,3.0,0.0,0.0,70,0,4,7,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,7
R05105,3.0,0.0,0.0,236,72,2,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,201.0,60.0,3,4,9
R05106,3.0,0.0,0.0,284,73,3,2,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,2,6
R05107,3.0,0.0,0.0,311,0,3,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,13
R05108,3.0,0.0,0.0,234,0,2,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,5
R05109,3.0,0.0,0.0,190,39,4,2,1,8,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,10
R05110,3.0,0.0,0.0,150,41,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,4,0,10
R05111,3.0,0.0,0.0,276,77,3,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,6
R05112,3.0,0.0,0.0,96,16,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,3,14
R05113,5.0,0.0,0.0,240,36,3,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,5
R05114,3.0,0.0,0.0,120,0,4,2,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,60.0,3,0,9
R05115,3.0,0.0,0.0,240,144,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,402.0,15.0,1,3,5
R05116,3.0,0.0,0.0,111,0,2,2,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4.0,100.0,10.0,1,0,5
R05117,3.0,0.0,0.0,70,0,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,6
R05118,3.0,0.0,0.0,224,68,2,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,6
R05119,3.0,0.0,0.0,212,34,3,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,100.0,180.0,3,4,18
R05120,3.0,0.0,0.0,168,0,4,2,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,6
R05121,3.0,0.0,0.0,58,0,4,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,402.0,260.0,3,1,4
R05122,3.0,0.0,0.0,174,48,2,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,10
R05123,3.0,0.0,0.0,187,0,4,2,2,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,8,0.0,0.0,0.0,4,0,4
R05124,3.0,0.0,0.0,48,0,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,100.0,200.0,3,3,7
R05125,3.0,0.0,0.0,248,72,3,2,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.0,402.0,150.0,3,1,9
R05126,3.0,0.0,0.0,181,0,2,2,2,8,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,12
R05127,3.0,0.0,0.0,192,96,3,2,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,9,0.0,0.0,0.0,4,2,5
R05128,3.0,0.0,0.0,159,12,2,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,7
R05129,3.0,0.0,0.0,222,97,2,2,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,5
R05130,3.0,0.0,0.0,236,25,2,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,40.0,1,4,6
R05131,3.0,0.0,0.0,144,87,3,2,1,6,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,250.0,3,4,5
R05132,3.0,0.0,0.0,174,14,3,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,14
R05133,3.0,0.0,0.0,240,80,2,2,1,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,7
R05134,3.0,0.0,0.0,96,0,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,7
R05135,3.0,0.0,0.0,108,0,4,2,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,9
R05136,3.0,0.0,0.0,53,0,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,7
R05137,3.0,0.0,0.0,80,14,3,2,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,6
R05138,3.0,0.0,0.0,204,0,2,2,2,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,10,0.0,0.0,0.0,4,0,8
R05139,3.0,0.0,0.0,181,12,3,2,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,402.0,40.0,1,0,6
R05140,3.0,0.0,0.0,300,0,2,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,16
R05141,3.0,20.0,0.0,151,0,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,4,1,8
R05142,3.0,20.0,0.0,264,52,3,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,4,2,3
R05143,3.0,0.0,0.0,276,109,3,2,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,4,0,4
R05144,3.0,0.0,0.0,244,134,4,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,514.0,20.0,1,4,6
R05145,3.0,0.0,0.0,228,32,4,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,5
R05146,3.0,0.0,0.0,60,5,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,6,0.0,0.0,0.0,4,0,5
R05147,3.0,0.0,0.0,226,167,4,2,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,7,2.0,514.0,20.0,1,0,4
R05148,3.0,0.0,0.0,60,29,4,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.0,0.0,0.0,4,3,4
R05149,3.0,0.0,0.0,161,35,4,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.0,402.0,310.0,2,0,7
R05150,3.0,0.0,0.0,159,5,4,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2.0,100.0,270.0,3,3,14
R05151,3.0,0.0,0.0,189,16,4,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0.0,0.0,0.0,4,0,10
R05152,3.0,0.0,0.0,185,9,3,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4.0,402.0,525.0,2,2,5
R05153,3.0,0.0,0.0,113,11,3,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,4,0,14
R05154,3.0,0.0,0.0,154,0,3,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,2,15
R05155,3.0,0.0,0.0,36,12,4,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,4,3,3
R05156,3.0,0.0,0.0,300,37,3,2,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4.0,100.0,40.0,1,0,17
R05157,3.0,0.0,0.0,31,0,2,8,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2.0,402.0,41.0,1,3,13
R05158,3.0,0.0,0.0,96,0,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,14
