resume_seq,reg_date,updated_date,degree,graduate_date,hope_salary,last_salary,job_code_seq1,career_job_code,hischool_type_seq,hischool_special_type,hischool_nation,hischool_gender,hischool_location_seq,univ_type_seq1,univ_type_seq2,univ_transfer,univ_location,univ_major_type,univ_score,language,score,job,certificate_cnt,career
U06798,18,10,4,1,2.0,2.0,7,4,21,1,2,2,17,5,5,0,3,5,3,5,3,0,3,6
U06799,20,11,4,1,0.0,0.0,7,4,21,1,2,3,10,5,5,0,7,9,1,5,3,0,1,6
U06800,12,1,5,1,2.0,3.0,2,4,21,1,0,1,5,5,5,0,5,3,2,5,3,1,3,2
U06801,20,11,4,1,1.0,1.0,4,3,21,1,0,1,5,5,5,0,5,19,2,5,3,5,1,6
U06802,18,2,4,1,0.0,0.0,4,4,21,1,2,3,15,5,5,0,15,20,1,5,3,5,3,6
U06803,19,3,4,2,3.0,3.0,7,4,21,2,0,2,14,5,5,0,3,3,2,5,3,10,0,4
U06804,20,10,4,0,2.0,1.0,7,3,21,1,2,2,3,5,5,0,3,11,2,5,3,0,2,6
U06805,19,9,4,1,0.0,0.0,7,2,21,1,0,1,5,5,5,0,3,19,2,5,3,9,3,6
U06806,20,4,4,0,2.0,1.0,7,3,0,0,1,0,0,5,5,0,3,9,3,5,3,5,1,6
U06807,20,5,4,1,2.0,2.0,7,4,21,2,0,1,6,5,5,0,7,0,2,5,3,5,3,2
U06808,17,7,2,1,0.0,0.0,7,3,0,0,1,0,0,0,0,0,0,9,3,5,3,1,1,2
U06809,20,6,4,1,3.0,3.0,7,4,16,4,2,1,5,3,5,0,3,5,2,5,3,10,5,2
U06810,20,8,4,0,3.0,3.0,7,4,21,1,0,3,13,0,0,1,0,8,4,1,2,0,0,6
U06811,18,1,4,2,0.0,4.0,7,4,21,1,0,3,3,5,5,0,3,9,2,5,3,5,0,5
U06812,20,9,4,0,0.0,0.0,7,1,0,0,1,0,0,0,0,0,0,4,3,5,3,0,0,6
U06813,19,8,3,1,0.0,2.0,7,4,21,1,0,3,15,0,0,0,0,0,2,5,3,5,0,2
U06814,13,3,4,2,0.0,4.0,7,4,21,1,2,2,11,5,5,0,11,3,3,5,3,0,3,4
U06815,16,4,4,1,0.0,4.0,7,4,21,1,2,3,10,5,5,0,10,9,2,5,3,5,1,4
U06816,15,1,4,2,0.0,4.0,7,4,0,0,1,0,0,5,5,0,7,4,1,5,3,0,0,5
U06817,12,2,4,1,0.0,6.0,7,4,21,1,2,2,3,5,5,0,3,9,2,5,3,0,0,5
U06818,18,10,4,3,0.0,4.0,7,4,21,1,0,2,11,5,5,0,11,18,2,5,3,0,0,0
U06819,16,3,4,1,0.0,0.0,7,1,21,1,2,3,3,5,5,0,3,9,2,5,3,5,1,6
U06820,13,6,5,1,4.0,4.0,7,4,19,3,2,1,12,5,5,0,12,9,2,5,3,5,1,4
U06821,13,11,4,2,3.0,3.0,7,4,21,2,2,3,3,0,0,0,0,9,1,5,3,5,1,5
U06822,19,2,5,2,0.0,6.0,2,1,0,0,1,0,0,5,5,0,14,4,2,5,3,6,0,0
U06823,16,2,4,2,0.0,0.0,7,4,21,2,0,2,7,5,5,0,7,19,2,5,3,1,0,0
U06824,16,6,4,1,0.0,0.0,7,4,21,1,2,2,8,5,5,0,8,9,2,5,3,0,2,2
U06825,18,2,3,1,2.0,2.0,7,2,21,1,2,2,3,5,5,0,5,0,4,5,3,7,1,4
U06826,20,2,4,1,3.0,3.0,7,4,21,1,2,1,14,3,5,0,18,19,1,5,3,5,1,2
U06827,19,6,4,1,0.0,0.0,7,4,0,0,1,0,0,5,7,0,3,5,2,5,3,10,3,5
U06828,17,4,4,1,0.0,0.0,7,1,21,1,2,1,5,5,5,0,17,9,3,5,3,6,1,4
U06829,19,2,4,1,0.0,2.0,2,1,21,1,2,2,3,5,5,0,5,8,3,5,3,1,1,2
U06830,15,8,4,1,0.0,2.0,7,4,21,1,2,3,3,5,5,0,3,0,3,5,3,5,2,2
U06831,20,7,4,3,0.0,4.0,4,4,21,1,2,3,0,3,5,0,8,4,4,5,3,5,0,0
U06832,11,3,4,2,3.0,3.0,4,4,0,0,1,0,0,3,5,0,10,4,2,5,3,5,0,5
U06833,17,2,3,2,0.0,2.0,6,1,21,1,0,2,3,5,10,0,5,9,4,5,3,10,4,4
U06834,20,5,4,3,0.0,5.0,7,4,0,0,1,0,0,3,5,0,3,9,1,5,3,10,2,3
U06835,19,0,4,0,0.0,3.0,7,4,21,1,0,1,5,3,5,0,3,9,3,5,3,5,0,2
U06836,20,7,4,1,3.0,3.0,2,4,0,0,1,0,0,0,0,0,0,5,1,5,3,1,0,4
U06837,19,4,4,2,0.0,2.0,2,1,21,1,2,2,4,3,5,0,4,23,1,5,3,1,1,4
U06838,12,9,5,2,0.0,3.0,2,1,21,1,2,2,3,5,5,0,3,3,3,5,3,1,1,5
U06839,19,9,4,2,0.0,3.0,7,4,21,1,0,2,15,5,5,0,13,3,3,5,3,7,1,5
U06840,20,11,4,1,2.0,2.0,7,1,21,1,0,2,11,5,5,0,11,4,3,5,3,0,0,6
U06841,20,4,4,1,0.0,0.0,7,4,21,1,2,2,7,5,5,0,11,19,2,5,3,0,5,6
U06842,20,3,4,1,2.0,2.0,7,4,21,1,2,2,11,5,5,0,11,14,2,5,3,10,1,6
U06843,20,11,4,1,0.0,0.0,7,4,21,1,2,1,18,5,5,0,18,9,2,5,3,0,2,6
U06844,20,2,4,0,0.0,0.0,7,1,21,1,0,3,9,5,5,0,7,9,3,5,3,5,3,6
U06845,17,9,4,1,0.0,2.0,7,4,21,1,2,3,10,0,0,0,0,9,2,5,3,5,0,2
U06846,17,9,4,1,3.0,2.0,7,4,8,4,0,1,3,5,5,0,3,9,2,5,3,8,2,2
U06847,19,1,4,2,0.0,5.0,7,2,21,1,2,1,3,3,5,0,4,5,3,0,0,7,3,5
U06848,20,9,4,0,0.0,2.0,7,4,21,1,0,1,6,5,5,0,7,9,2,5,3,0,5,6
U06849,19,4,4,1,0.0,0.0,7,5,0,0,1,0,0,0,0,0,0,9,2,5,3,5,1,6
U06850,20,9,4,1,0.0,0.0,7,4,0,0,1,0,0,5,5,0,10,9,3,5,3,0,0,6
U06851,13,8,4,1,0.0,3.0,7,1,21,1,2,2,11,5,5,0,11,13,2,5,3,7,2,5
U06852,18,4,3,1,0.0,1.0,4,4,21,1,2,1,5,5,10,0,5,9,1,5,3,1,1,6
U06853,19,9,4,1,0.0,3.0,7,4,21,1,0,2,5,5,5,0,17,9,3,5,3,10,2,4
U06854,19,2,4,2,4.0,4.0,7,4,21,2,2,3,3,0,0,0,0,9,2,5,3,5,0,2
U06855,20,9,4,1,1.0,4.0,7,4,21,1,2,1,5,0,0,0,0,9,1,5,3,6,0,6
U06856,19,9,3,1,0.0,1.0,7,4,21,1,0,3,3,5,10,0,3,9,2,5,3,5,1,6
U06857,16,1,4,1,0.0,0.0,7,4,0,0,1,0,0,0,0,0,0,9,2,5,3,5,0,6
U06858,12,2,4,1,0.0,0.0,7,4,21,1,2,3,3,5,5,0,3,10,3,5,3,10,1,6
U06859,20,3,4,0,0.0,1.0,7,4,21,1,0,3,18,5,5,0,5,19,2,5,3,10,4,6
U06860,19,8,4,1,0.0,0.0,7,1,21,1,2,2,15,5,5,0,15,0,4,5,3,5,1,6
U06861,19,3,4,2,5.0,4.0,7,4,21,1,2,1,5,5,5,0,15,3,3,5,3,9,1,5
U06862,20,11,4,0,0.0,0.0,7,3,21,1,2,3,5,5,5,0,5,9,2,5,3,8,1,6
U06863,20,6,4,2,0.0,3.0,7,4,21,1,2,1,5,5,5,0,5,3,3,5,3,7,0,5
U06864,20,11,4,1,1.0,1.0,7,1,0,0,1,0,0,5,5,0,11,9,2,5,3,0,1,6
U06865,20,4,4,1,0.0,0.0,7,4,21,1,2,1,5,5,5,0,3,9,2,5,3,5,0,6
U06866,20,10,4,1,0.0,0.0,4,4,0,0,1,0,10,5,5,0,10,20,2,5,3,5,6,6
U06867,18,4,4,1,0.0,0.0,7,4,21,1,0,1,5,5,5,0,3,9,2,5,3,5,4,6
U06868,20,8,4,1,0.0,3.0,7,4,21,1,0,3,3,0,0,0,0,19,1,5,3,5,2,4
U06869,16,8,4,2,2.0,2.0,7,4,21,1,0,2,18,5,5,0,10,3,3,5,3,7,1,4
U06870,17,3,4,1,0.0,0.0,7,4,21,1,2,3,11,5,5,0,11,9,2,2,1,0,3,6
U06871,20,2,4,1,0.0,4.0,7,4,21,1,2,1,9,3,5,0,9,23,3,5,3,7,0,5
U06872,16,9,2,1,0.0,2.0,7,4,21,2,2,2,3,5,5,0,5,12,3,5,3,10,1,4
U06873,20,1,4,0,0.0,0.0,7,4,0,0,1,0,15,5,5,0,15,9,4,5,3,1,2,6
U06874,18,2,3,2,0.0,0.0,7,4,0,0,1,0,0,5,10,0,5,5,4,5,3,9,1,5
U06875,20,5,4,1,3.0,3.0,4,4,21,1,0,3,9,5,5,0,7,9,2,5,3,5,2,4
U06876,13,3,4,1,2.0,2.0,7,4,21,1,2,3,6,0,0,0,0,3,3,5,3,0,2,2
U06877,20,7,3,1,0.0,2.0,7,4,21,1,2,1,5,5,5,0,10,20,3,5,3,10,1,2
U06878,20,9,4,1,0.0,3.0,7,4,21,1,2,3,3,5,5,0,3,9,2,5,3,5,0,2
U06879,17,0,4,1,0.0,2.0,7,4,21,1,0,3,13,5,5,0,5,9,1,5,3,5,3,6
U06880,20,8,4,1,0.0,2.0,7,4,21,1,2,3,3,5,5,0,9,9,1,5,3,0,0,2
U06881,20,11,4,1,0.0,2.0,7,4,20,3,2,1,5,5,5,0,3,8,2,5,3,9,0,2
U06882,13,0,4,2,0.0,7.0,7,4,21,1,2,2,8,5,5,0,8,3,4,5,3,7,1,0
U06883,19,2,4,0,3.0,2.0,7,4,21,1,0,1,5,5,5,0,5,5,3,5,3,7,0,6
U06884,18,9,4,1,2.0,1.0,4,4,21,1,0,2,11,3,5,0,11,9,3,0,1,0,2,6
U06885,14,11,4,1,0.0,4.0,7,4,21,1,2,2,9,5,5,0,9,5,3,5,3,5,1,4
U06886,18,3,4,1,5.0,5.0,7,4,21,1,2,3,9,5,5,0,7,9,2,5,3,1,3,5
U06887,17,10,4,2,0.0,5.0,7,4,21,1,2,3,10,5,5,0,3,10,3,5,3,0,1,5
U06888,19,1,4,1,4.0,4.0,7,4,0,0,1,0,0,5,5,0,3,9,1,0,1,0,2,2
U06889,20,5,3,1,0.0,4.0,7,2,21,1,2,3,3,5,4,0,3,6,1,5,3,10,2,5
U06890,19,8,4,1,0.0,2.0,7,4,21,1,2,3,3,0,0,0,0,9,2,2,0,5,0,6
U06891,20,8,4,1,0.0,0.0,7,1,0,0,1,0,0,0,0,0,0,9,4,5,3,5,6,6
U06892,20,6,3,3,3.0,3.0,7,1,0,0,1,0,3,5,10,0,3,15,3,5,3,1,1,5
U06893,20,8,4,1,0.0,1.0,4,4,21,1,2,3,13,5,5,0,3,4,3,0,0,5,5,6
U06894,8,3,2,1,4.0,3.0,7,2,21,2,0,2,11,5,5,0,11,0,1,5,3,1,1,2
U06895,16,7,4,2,4.0,4.0,2,2,21,1,0,1,5,5,5,0,3,5,1,5,3,6,0,4
U06896,20,10,4,1,3.0,2.0,7,4,8,4,0,1,3,5,5,0,5,0,1,5,3,7,4,6
U06897,6,7,4,1,0.0,3.0,7,3,21,2,0,3,11,5,5,0,11,9,2,5,3,5,2,4
U06898,19,11,4,2,6.0,5.0,7,4,21,1,2,1,17,5,10,0,3,9,3,5,3,5,5,0
U06899,16,6,4,1,2.0,1.0,4,3,21,1,0,3,12,5,5,0,3,9,4,5,3,5,0,6
U06900,20,2,4,1,2.0,2.0,7,4,21,1,2,3,3,0,0,0,0,9,4,5,3,0,0,6
U06901,20,10,5,1,0.0,3.0,7,4,21,1,2,2,11,5,5,0,11,0,3,5,3,0,1,4
U06902,19,3,4,1,0.0,2.0,4,1,21,1,2,3,9,5,5,0,5,19,2,5,3,5,2,6
U06903,19,4,4,0,0.0,0.0,7,4,21,1,0,1,5,5,5,0,3,9,3,5,3,5,0,6
U06904,20,10,4,2,0.0,2.0,7,1,16,4,2,3,0,5,5,0,3,9,3,5,3,5,2,2
U06905,19,7,4,2,3.0,3.0,7,4,21,1,2,3,3,5,5,0,3,9,1,5,3,5,0,4
U06906,19,7,4,0,2.0,2.0,7,4,21,1,2,1,11,3,5,0,11,9,2,5,3,5,3,6
U06907,14,4,4,3,4.0,2.0,7,4,21,1,2,2,8,5,5,0,3,0,4,5,3,10,0,5
U06908,18,11,5,1,3.0,3.0,7,4,0,0,1,0,0,0,0,0,0,9,1,5,3,3,3,2
U06909,20,5,4,1,0.0,3.0,7,4,21,1,0,2,5,5,5,0,3,11,2,5,3,10,4,2
U06910,14,9,3,1,4.0,4.0,7,4,8,4,0,1,3,3,6,0,3,5,4,5,3,10,0,0
U06911,18,1,4,0,3.0,0.0,7,2,21,1,0,1,5,5,5,0,3,8,3,5,3,10,1,6
U06912,19,2,4,1,0.0,1.0,7,3,21,1,0,1,11,5,5,0,11,9,2,5,3,0,1,2
U06913,19,11,4,0,0.0,0.0,7,4,21,1,2,3,8,5,5,0,8,9,2,5,3,5,1,6
U06914,15,0,4,2,3.0,3.0,2,1,21,1,2,1,3,4,5,0,13,2,3,5,3,1,1,4
U06915,10,0,4,0,0.0,4.0,7,4,21,2,2,1,3,5,5,0,18,5,2,5,3,9,3,5
U06916,15,3,4,1,0.0,5.0,7,4,21,1,0,1,5,5,5,0,3,3,2,5,3,1,1,4
U06917,20,1,4,2,0.0,3.0,7,2,0,0,1,0,3,5,5,0,5,3,2,5,3,5,0,5
U06918,19,7,4,0,2.0,4.0,7,3,21,1,2,1,10,5,5,0,15,9,1,5,3,5,3,6
U06919,12,5,4,2,2.0,2.0,2,1,21,1,2,2,3,5,5,0,5,3,3,5,3,1,7,4
U06920,16,3,4,1,0.0,3.0,7,4,0,0,1,0,0,5,5,0,3,9,2,5,3,0,2,2
U06921,19,7,4,1,0.0,2.0,7,3,21,1,0,3,7,5,5,0,9,9,2,5,3,5,2,6
U06922,20,11,4,1,1.0,2.0,7,4,0,0,1,0,0,0,0,0,0,9,2,5,3,0,0,6
U06923,9,9,4,2,0.0,0.0,7,3,21,1,0,3,3,5,5,0,3,9,2,5,3,1,2,4
U06924,20,5,4,1,1.0,1.0,7,1,21,1,2,3,13,4,5,0,13,4,2,5,3,3,1,6
U06925,17,0,4,1,2.0,2.0,7,2,21,1,0,3,12,5,5,0,7,9,3,0,2,6,1,2
U06926,14,10,4,1,3.0,3.0,7,4,0,0,1,0,0,5,5,0,3,8,1,5,3,0,5,2
U06927,16,9,4,1,0.0,3.0,7,4,0,0,1,0,11,5,5,0,11,3,4,5,3,10,2,2
U06928,19,0,3,0,0.0,0.0,7,3,21,1,2,3,3,0,0,0,0,9,2,5,3,3,3,6
U06929,20,9,4,2,0.0,0.0,4,4,21,1,2,3,3,5,5,0,3,9,2,1,0,5,1,4
U06930,18,7,4,2,4.0,4.0,7,4,21,1,2,3,13,5,5,0,3,10,2,5,3,5,0,5
U06931,20,7,4,1,0.0,0.0,7,4,21,1,2,2,3,5,5,0,3,9,4,5,3,8,1,2
U06932,19,3,4,2,3.0,3.0,4,1,0,0,1,0,0,5,5,0,7,9,4,5,3,1,1,5
U06933,20,5,4,0,0.0,0.0,7,5,21,1,2,3,10,3,5,0,10,3,2,5,3,0,3,6
U06934,16,7,3,1,2.0,2.0,7,4,21,1,0,3,17,0,0,0,0,0,4,5,3,9,4,2
U06935,19,1,4,1,0.0,0.0,7,4,21,1,0,1,5,5,5,0,17,9,3,5,3,5,2,6
U06936,18,4,4,1,0.0,2.0,7,4,21,1,2,1,5,0,0,0,0,9,4,5,3,5,1,6
U06937,20,10,4,1,2.0,1.0,7,4,21,1,2,2,5,5,5,0,10,18,2,5,3,7,5,6
U06938,20,2,4,1,1.0,1.0,4,4,0,0,1,0,0,5,5,0,3,9,2,5,3,5,2,6
U06939,19,10,4,2,4.0,6.0,7,1,21,2,2,2,3,5,5,0,3,3,2,5,3,7,0,0
U06940,20,11,5,1,0.0,0.0,7,4,21,1,2,2,3,5,5,0,5,9,1,5,3,5,0,2
U06941,20,2,4,1,0.0,0.0,7,4,21,1,2,1,3,5,5,0,18,0,3,5,3,10,1,6
U06942,11,8,4,2,4.0,4.0,7,4,21,1,0,3,3,5,10,0,5,8,3,5,3,5,0,5
U06943,12,11,4,3,0.0,0.0,7,4,0,0,1,0,0,5,5,0,3,8,4,2,1,9,3,0
U06944,19,6,4,1,2.0,2.0,7,4,21,1,0,2,3,5,5,0,3,8,3,5,3,7,2,6
U06945,13,3,4,2,3.0,0.0,4,4,21,1,2,2,3,0,0,0,0,9,3,5,3,5,0,4
U06946,20,3,4,1,2.0,2.0,7,4,21,1,2,2,3,5,5,0,5,3,3,5,3,0,0,6
U06947,20,11,4,1,0.0,0.0,7,4,0,0,1,0,14,3,5,0,14,9,2,5,3,0,3,6
U06948,20,9,4,2,0.0,6.0,7,4,21,1,0,2,16,5,5,0,8,0,2,5,3,5,1,5
U06949,16,6,4,1,2.0,2.0,7,4,21,1,2,2,3,5,5,0,3,9,3,5,3,6,1,6
U06950,14,7,4,1,5.0,5.0,7,3,21,1,2,3,3,5,5,0,3,4,3,5,3,5,2,5
U06951,20,5,4,0,0.0,0.0,7,4,21,1,2,3,11,5,5,0,11,0,2,5,3,5,3,6
U06952,14,3,4,3,7.0,7.0,7,4,21,1,2,3,3,5,5,0,3,9,1,5,3,0,0,1
U06953,17,10,4,1,2.0,0.0,7,4,21,1,0,3,10,5,5,0,10,9,2,5,3,0,3,6
U06954,15,0,4,1,0.0,0.0,4,4,21,1,0,1,5,5,5,0,3,20,3,5,3,5,1,2
U06955,17,7,4,1,0.0,2.0,7,4,8,4,2,2,3,5,5,0,17,3,2,5,3,6,2,2
U06956,17,2,4,1,1.0,1.0,7,1,0,0,1,0,3,5,5,0,5,9,1,5,3,5,5,6
U06957,20,3,4,1,0.0,0.0,7,4,22,1,0,3,5,5,5,0,3,0,2,5,3,5,3,6
U06958,20,9,4,1,0.0,1.0,4,4,21,1,0,1,6,0,0,0,0,9,1,5,3,5,0,2
U06959,20,9,4,2,0.0,5.0,7,4,21,1,0,1,3,5,5,0,13,0,2,5,3,1,0,5
U06960,18,3,4,1,3.0,2.0,7,1,20,3,0,1,9,5,5,0,3,20,2,5,3,3,2,6
U06961,19,8,4,1,0.0,1.0,4,4,21,1,2,1,10,3,5,0,10,19,2,5,3,5,2,6
U06962,16,7,4,2,0.0,6.0,2,4,21,2,2,2,3,5,5,0,10,4,2,5,3,5,1,5
U06963,20,1,4,0,2.0,3.0,7,4,21,1,0,3,9,5,5,0,7,9,2,5,3,5,2,6
U06964,20,4,4,1,1.0,1.0,4,3,0,0,1,0,15,5,5,0,15,9,1,5,3,5,3,6
U06965,18,3,4,1,2.0,2.0,7,4,8,4,0,1,11,5,5,0,11,20,3,2,2,5,5,6
U06966,20,2,4,1,0.0,0.0,7,4,16,4,2,3,0,5,5,0,10,4,1,5,3,5,2,6
U06967,9,0,4,1,0.0,0.0,7,4,21,1,0,1,3,5,5,0,5,0,2,5,3,3,1,4
U06968,11,6,4,3,5.0,5.0,7,1,21,1,2,2,3,5,5,0,3,9,3,5,3,9,0,5
U06969,16,1,4,2,0.0,4.0,2,1,0,0,1,0,0,5,5,0,3,3,4,5,3,1,1,5
U06970,20,3,4,1,2.0,2.0,7,1,8,4,0,1,3,5,5,0,17,10,3,5,3,4,2,6
U06971,20,11,4,0,2.0,2.0,7,4,21,1,0,1,4,5,5,0,5,8,4,5,3,10,1,6
U06972,16,5,4,2,3.0,3.0,2,1,21,1,0,1,3,0,0,0,0,4,3,5,3,0,0,4
U06973,20,10,4,0,0.0,0.0,7,4,21,1,0,1,11,3,5,0,9,0,2,5,3,0,2,6
U06974,20,8,4,2,3.0,3.0,7,1,0,0,1,0,0,5,5,0,10,3,3,5,3,1,1,4
U06975,20,1,4,1,2.0,1.0,4,3,21,1,2,1,6,5,5,0,11,9,1,5,3,5,3,6
U06976,12,5,4,2,0.0,4.0,7,4,21,1,0,3,3,5,5,0,3,9,2,5,3,1,2,0
U06977,12,8,4,1,0.0,0.0,7,4,21,1,0,3,11,5,5,0,11,20,3,0,2,5,1,4
U06978,15,4,3,1,0.0,3.0,7,4,21,1,0,2,13,5,5,0,18,0,2,5,3,0,1,5
U06979,20,11,4,1,0.0,3.0,2,2,8,3,1,1,7,3,6,0,3,3,1,5,3,0,3,2
U06980,20,11,4,1,4.0,4.0,7,4,21,1,2,3,3,5,5,0,3,8,2,5,3,10,0,4
U06981,12,1,4,1,0.0,0.0,7,4,0,0,1,0,0,5,5,0,3,8,3,5,3,0,4,2
U06982,20,5,4,1,2.0,2.0,7,4,21,1,2,2,5,5,5,0,5,5,2,5,3,0,1,6
U06983,18,7,4,1,1.0,1.0,4,3,16,4,2,3,3,5,10,0,13,9,1,5,3,3,1,6
U06984,20,9,4,1,0.0,0.0,7,3,21,2,0,3,9,5,5,0,9,9,2,5,3,5,1,6
U06985,17,5,4,0,4.0,3.0,7,4,21,1,0,2,5,3,5,0,4,8,2,5,3,10,0,6
U06986,20,5,4,1,7.0,7.0,7,4,21,1,2,3,3,3,6,0,3,5,1,5,3,10,0,6
U06987,13,2,4,1,4.0,4.0,7,4,0,0,1,0,0,3,6,0,3,5,1,5,3,10,1,5
U06988,14,1,4,1,0.0,2.0,7,4,0,0,1,0,0,0,0,0,0,0,3,5,3,7,1,2
U06989,20,10,4,1,0.0,0.0,7,4,21,1,2,2,3,5,5,0,17,3,4,5,3,10,1,2
U06990,17,11,4,0,2.0,0.0,7,4,21,1,2,3,11,5,5,0,17,9,2,0,2,0,4,6
U06991,16,2,4,1,5.0,5.0,7,4,8,4,0,1,11,5,5,0,11,0,2,5,3,5,1,5
U06992,14,9,4,1,0.0,0.0,7,4,21,1,2,1,5,5,5,0,3,0,3,5,3,0,0,5
U06993,16,3,4,1,2.0,2.0,7,4,21,1,0,1,18,5,5,0,10,0,2,5,3,8,2,2
U06994,19,9,4,2,0.0,2.0,7,4,21,2,2,1,3,5,5,0,7,9,2,5,3,5,1,4
U06995,20,11,4,0,0.0,0.0,7,1,21,1,0,2,16,5,5,0,3,9,2,5,3,5,1,6
U06996,17,8,4,2,0.0,3.0,6,1,0,0,1,0,0,5,5,0,3,3,4,0,0,10,2,5
U06997,19,10,3,2,4.0,4.0,7,4,0,0,1,0,0,0,0,0,0,9,4,5,3,7,3,5
U06998,20,5,4,2,2.0,1.0,2,2,21,1,2,3,3,5,5,0,18,0,4,5,3,0,1,6
U06999,16,10,5,1,3.0,3.0,7,4,21,1,0,3,3,5,5,0,5,9,1,5,3,5,1,4
U07000,18,11,3,2,1.0,1.0,7,1,0,0,1,0,0,5,10,0,5,9,2,5,3,5,3,6
U07001,20,5,4,2,5.0,5.0,7,4,0,0,1,0,0,5,10,0,7,9,2,5,3,5,0,5
U07002,20,2,4,1,3.0,3.0,7,4,21,1,0,1,5,5,5,0,3,19,3,5,3,10,0,2
U07003,20,7,4,0,2.0,1.0,7,4,21,1,0,1,13,5,5,0,3,2,3,5,3,0,3,6
U07004,20,5,2,0,0.0,1.0,7,3,21,1,0,1,3,5,5,0,18,9,2,5,3,5,3,6
U07005,20,5,4,2,0.0,0.0,7,4,21,1,2,3,8,5,5,0,18,4,1,5,3,5,2,5
U07006,16,7,5,2,0.0,4.0,7,4,21,1,0,3,3,3,5,0,4,9,1,5,3,0,0,4
U07007,17,10,4,3,3.0,3.0,7,4,21,1,2,2,3,5,5,0,3,4,2,5,3,7,1,5
U07008,20,11,4,1,0.0,2.0,7,4,0,0,1,0,0,5,5,0,10,4,2,5,3,1,1,2
U07009,20,1,4,1,0.0,0.0,7,1,21,1,2,3,3,0,0,0,0,20,1,0,1,5,8,2
U07010,20,7,4,1,0.0,2.0,7,3,16,4,2,3,14,5,5,0,18,9,2,5,3,3,0,6
U07011,19,5,4,1,2.0,2.0,7,1,0,0,1,0,9,5,5,0,7,5,1,5,3,0,3,2
U07012,19,11,5,1,3.0,3.0,7,4,21,1,0,3,3,5,5,0,11,9,3,5,3,0,0,2
U07013,20,2,4,0,1.0,1.0,7,4,21,1,0,2,13,5,10,0,5,9,2,5,3,0,2,6
U07014,14,10,4,0,0.0,3.0,7,0,21,1,0,1,5,5,5,0,17,3,4,5,3,6,1,2
U07015,20,6,4,0,0.0,3.0,7,4,21,1,2,2,8,5,5,0,13,3,2,5,3,7,2,6
U07016,20,9,4,1,1.0,1.0,7,4,21,1,2,2,5,5,5,0,17,9,2,5,3,5,2,6
U07017,19,10,4,1,0.0,0.0,2,1,21,1,2,2,14,5,5,0,15,8,2,5,3,1,4,6
U07018,17,7,4,2,0.0,6.0,7,4,0,0,1,0,0,5,5,0,4,3,4,5,3,7,3,0
U07019,17,3,4,1,0.0,0.0,7,4,21,1,2,2,11,3,6,0,3,19,4,5,3,5,1,6
U07020,18,4,4,1,3.0,2.0,7,4,21,1,2,3,3,5,5,0,3,3,2,5,3,0,3,6
U07021,20,0,4,1,2.0,2.0,7,4,21,1,0,1,4,5,5,0,17,9,1,5,3,0,4,6
U07022,20,0,4,2,3.0,3.0,7,4,21,1,2,1,3,5,5,0,3,3,3,5,3,5,2,2
U07023,19,4,4,0,2.0,2.0,7,4,21,1,2,3,3,5,5,0,3,4,3,0,0,1,4,6
U07024,20,2,4,1,1.0,1.0,7,4,0,0,1,0,0,5,5,0,17,9,1,5,3,5,5,6
U07025,18,2,4,1,0.0,1.0,7,3,0,0,1,0,0,3,5,0,6,4,4,5,3,3,1,6
U07026,20,2,4,3,5.0,6.0,7,4,21,1,2,2,3,5,5,0,17,5,4,5,3,1,0,3
U07027,19,1,4,2,3.0,2.0,7,4,21,1,2,3,5,5,5,0,17,3,3,5,3,0,0,4
U07028,20,11,4,1,2.0,2.0,7,4,21,2,0,3,7,5,5,0,5,5,1,5,3,10,3,6
U07029,20,6,4,1,0.0,3.0,7,4,21,1,0,1,5,0,0,0,0,9,4,0,2,5,1,6
U07030,16,2,4,1,3.0,3.0,7,4,0,0,1,0,0,5,5,0,3,9,1,5,3,5,5,6
U07031,19,3,4,1,0.0,1.0,4,4,21,1,0,3,6,5,5,0,9,9,3,5,3,5,1,6
U07032,19,5,4,1,0.0,3.0,7,4,21,1,2,3,13,5,5,0,3,8,4,0,1,5,1,2
U07033,20,11,3,1,2.0,2.0,7,4,0,0,1,0,0,5,7,0,3,3,4,5,3,7,2,6
U07034,10,4,4,2,0.0,0.0,7,4,21,1,2,2,3,5,5,0,3,13,3,5,3,5,1,0
U07035,11,3,4,2,0.0,6.0,7,4,21,1,0,1,3,5,5,0,5,19,2,5,3,0,1,5
U07036,19,0,4,0,0.0,0.0,7,4,21,2,2,2,3,5,5,0,5,9,2,0,0,0,4,6
U07037,18,3,4,1,0.0,1.0,7,4,21,1,0,1,3,5,5,0,5,4,2,5,3,5,0,6
U07038,12,5,3,1,0.0,3.0,7,4,21,1,2,3,3,5,7,0,3,9,2,5,3,9,1,5
U07039,15,7,4,1,0.0,0.0,7,3,21,1,2,1,3,5,5,0,5,9,3,5,3,5,1,2
U07040,19,4,4,1,0.0,2.0,7,4,21,1,0,3,14,3,5,0,14,19,2,5,3,1,5,2
U07041,9,5,4,2,0.0,0.0,7,3,0,0,1,0,4,3,5,0,4,9,2,5,3,8,2,5
U07042,1,6,4,2,10.0,10.0,7,1,0,0,1,0,0,5,5,0,3,10,3,5,3,10,1,1
U07043,18,2,4,2,0.0,3.0,7,4,21,2,2,2,3,5,5,0,17,0,3,5,3,7,0,5
U07044,19,5,4,1,0.0,0.0,4,3,21,1,0,1,5,5,5,0,17,9,4,5,3,5,0,6
