resume_seq,reg_date,updated_date,degree,graduate_date,hope_salary,last_salary,job_code_seq1,career_month,career_job_code,hischool_type_seq,hischool_special_type,hischool_nation,hischool_gender,hischool_location_seq,univ_type_seq1,univ_type_seq2,univ_transfer,univ_location,univ_major_type,univ_score,language,score,job,certificate_cnt,career,num_ng,user_preferred_location,task1,task2,task3,task4,task5,task6,task7
U07835,12,3,4,1,3.0,3.0,7,96,4,21,1,0,1,5,5,5,0,5,19,3,0.0,0.0,5,1,4~6년,10,3.0,0,10,0,0,0,0,0
U07836,20,4,5,0,0.0,0.0,7,120,4,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0,6,7~9년,3,3.0,0,3,0,0,0,0,0
U07837,20,3,2,1,0.0,1.0,7,19,4,0,0,1,0,0,0,0,0,0,9,4,0.0,0.0,5,5,신입,2,3.0,0,2,0,0,0,0,0
U07838,13,1,4,2,3.0,3.0,7,72,4,21,1,2,2,11,5,5,0,10,0,2,2.0,1.0,10,3,1~3년,3,3.0,0,3,0,0,0,0,0
U07839,20,9,4,1,0.0,0.0,7,0,4,16,4,2,3,14,5,5,0,8,9,4,0.0,0.0,5,2,신입,3,3.0,0,3,0,0,0,0,0
U07840,17,0,4,1,0.0,3.0,7,75,4,21,1,2,1,5,5,5,0,5,9,2,0.0,0.0,5,0,4~6년,3,3.0,0,3,0,0,0,0,0
U07841,20,11,5,1,0.0,2.0,7,39,4,21,1,0,1,3,5,5,0,5,9,3,0.0,0.0,5,2,1~3년,2,3.0,0,2,0,0,0,0,0
U07842,20,9,4,0,0.0,2.0,7,24,3,21,1,2,1,5,5,7,0,3,9,4,0.0,0.0,5,0,신입,3,3.0,0,3,0,0,0,0,0
U07843,18,5,4,0,2.0,3.0,7,24,4,21,1,0,1,3,5,5,0,5,9,2,0.0,0.0,5,0,신입,3,3.0,0,3,0,0,0,0,0
U07844,20,11,4,2,0.0,5.0,7,84,4,21,1,0,2,11,5,5,0,11,3,2,0.0,0.0,10,1,4~6년,22,3.0,0,22,0,0,0,0,0
U07845,6,5,5,2,0.0,0.0,7,156,4,21,2,0,2,10,5,5,0,3,4,3,0.0,0.0,0,3,7~9년,12,3.0,0,12,0,0,0,0,0
U07846,20,9,5,0,2.0,2.0,7,0,4,0,0,1,0,0,5,5,0,11,9,3,0.0,0.0,5,0,신입,4,3.0,0,4,0,0,0,0,0
U07847,20,10,4,2,0.0,6.0,7,180,3,21,1,2,3,3,0,0,0,0,9,2,0.0,0.0,0,1,7~9년,3,3.0,0,3,0,0,0,0,0
U07848,17,4,4,1,0.0,0.0,7,24,3,21,1,2,3,11,5,5,0,11,9,2,4.0,1.0,5,3,신입,13,3.0,0,12,0,0,1,0,0
U07849,13,1,4,1,0.0,2.0,7,98,4,0,0,1,0,0,3,5,0,14,0,3,0.0,0.0,5,0,4~6년,24,3.0,0,23,0,1,0,0,0
U07850,19,3,4,1,0.0,2.0,7,26,4,0,0,1,0,0,5,5,0,3,9,3,2.0,1.0,5,1,신입,3,3.0,0,3,0,0,0,0,0
U07851,18,8,4,1,0.0,0.0,2,36,4,21,1,2,2,6,5,5,0,18,9,2,0.0,0.0,10,1,신입,20,3.0,1,19,0,0,0,0,0
U07852,14,7,4,1,6.0,6.0,7,125,2,0,0,1,0,0,0,0,0,0,4,2,0.0,0.0,10,4,7~9년,4,3.0,0,4,0,0,0,0,0
U07853,20,9,4,1,3.0,3.0,7,109,4,21,2,2,1,5,5,5,0,5,7,3,0.0,0.0,7,0,7~9년,14,3.0,0,14,0,0,0,0,0
U07854,8,7,4,2,0.0,0.0,7,230,2,0,0,1,0,3,5,5,0,3,4,3,0.0,0.0,7,1,10~15년,3,3.0,0,3,0,0,0,0,0
U07855,13,4,4,1,4.0,3.0,7,91,4,21,1,2,3,8,5,5,0,3,10,2,0.0,0.0,0,2,4~6년,5,3.0,0,5,0,0,0,0,0
U07856,18,10,4,3,0.0,0.0,7,315,4,21,1,2,2,3,5,5,0,7,2,2,0.0,0.0,10,1,21년 이상,12,3.0,0,12,0,0,0,0,0
U07857,20,5,4,1,0.0,0.0,4,8,4,21,1,0,3,12,5,5,0,12,19,2,0.0,0.0,5,3,신입,2,3.0,0,2,0,0,0,0,0
U07858,14,5,4,0,0.0,4.0,7,84,4,21,1,0,1,12,5,5,0,11,4,2,0.0,0.0,0,4,4~6년,4,3.0,0,3,0,0,1,0,0
U07859,12,0,4,1,0.0,0.0,2,72,1,21,1,2,2,3,5,5,0,17,3,3,0.0,0.0,10,2,1~3년,2,3.0,0,2,0,0,0,0,0
U07860,11,0,4,2,3.0,3.0,7,72,1,0,0,1,0,0,5,5,0,13,13,4,0.0,0.0,10,1,1~3년,50,3.0,2,47,0,0,1,0,0
U07861,20,9,4,0,2.0,2.0,7,18,4,21,1,2,3,6,5,5,0,9,9,2,0.0,0.0,5,0,신입,2,3.0,0,2,0,0,0,0,0
U07862,16,10,4,1,0.0,2.0,4,44,4,0,0,1,0,0,5,5,0,13,0,3,0.0,0.0,5,0,1~3년,62,3.0,0,58,0,4,0,0,0
U07863,18,4,4,0,0.0,2.0,7,60,4,21,1,0,1,3,0,0,0,0,9,2,0.0,0.0,5,1,1~3년,12,3.0,0,12,0,0,0,0,0
U07864,20,11,4,1,3.0,2.0,7,70,4,21,1,0,1,5,5,5,0,17,9,3,0.0,0.0,10,0,1~3년,4,3.0,0,4,0,0,0,0,0
U07865,18,4,4,1,5.0,5.0,7,113,4,21,1,0,1,17,5,5,0,10,5,2,0.0,0.0,7,4,7~9년,2,3.0,0,2,0,0,0,0,0
U07866,17,4,2,2,0.0,5.0,7,181,1,21,1,2,2,3,5,5,0,3,9,2,0.0,0.0,10,0,10~15년,4,3.0,0,4,0,0,0,0,0
U07867,20,7,4,1,0.0,2.0,7,48,2,21,1,2,1,6,5,5,0,7,3,2,0.0,0.0,10,2,1~3년,3,3.0,0,3,0,0,0,0,0
U07868,16,6,4,2,0.0,3.0,7,120,3,0,0,1,0,3,5,5,0,5,9,4,0.0,0.0,5,1,7~9년,6,3.0,0,6,0,0,0,0,0
U07869,15,8,4,1,0.0,0.0,7,32,4,21,1,0,2,8,5,5,0,3,19,2,0.0,0.0,9,2,신입,5,3.0,0,5,0,0,0,0,0
U07870,10,0,4,2,7.0,6.0,7,185,4,21,2,2,2,3,5,5,0,18,9,3,0.0,0.0,7,1,10~15년,3,3.0,0,3,0,0,0,0,0
U07871,18,0,5,1,3.0,2.0,4,29,0,21,1,2,3,3,0,0,0,0,19,2,0.0,0.0,0,2,신입,13,3.0,0,13,0,0,0,0,0
U07872,15,0,4,1,3.0,3.0,7,65,4,21,1,0,1,5,5,5,0,3,9,3,0.0,0.0,0,2,1~3년,4,3.0,0,4,0,0,0,0,0
U07873,20,9,4,0,0.0,0.0,7,0,4,21,2,0,1,5,5,5,0,3,9,2,0.0,0.0,5,0,신입,6,3.0,1,4,0,0,1,0,0
U07874,16,8,2,1,0.0,6.0,2,164,2,22,1,0,1,5,0,0,0,0,5,4,0.0,0.0,6,2,7~9년,14,3.0,0,14,0,0,0,0,0
U07875,18,2,4,1,0.0,0.0,4,60,3,21,1,2,1,3,5,5,0,3,9,4,0.0,0.0,0,1,1~3년,4,3.0,0,4,0,0,0,0,0
U07876,9,5,4,2,0.0,0.0,7,134,4,21,2,0,3,10,5,5,0,10,4,2,0.0,0.0,5,2,7~9년,31,3.0,0,30,0,1,0,0,0
U07877,20,10,4,1,2.0,0.0,7,15,1,21,1,0,1,3,0,0,0,0,9,1,2.0,1.0,5,0,신입,8,3.0,0,8,0,0,0,0,0
U07878,19,3,4,2,0.0,2.0,7,60,1,21,1,2,3,3,5,5,0,3,8,2,0.0,0.0,0,1,1~3년,8,3.0,0,8,0,0,0,0,0
U07879,20,1,4,1,2.0,2.0,7,48,3,0,0,1,0,0,5,5,0,7,9,1,0.0,0.0,5,0,1~3년,2,3.0,0,2,0,0,0,0,0
U07880,19,2,4,1,3.0,3.0,7,134,4,0,0,1,0,3,5,5,0,3,4,4,0.0,0.0,7,1,7~9년,9,3.0,0,9,0,0,0,0,0
U07881,16,4,4,1,0.0,0.0,7,48,1,19,3,2,1,11,5,5,0,3,9,2,0.0,0.0,0,5,1~3년,4,3.0,0,4,0,0,0,0,0
U07882,20,10,4,2,3.0,3.0,7,112,4,21,1,2,2,3,5,5,0,5,5,3,0.0,0.0,7,1,7~9년,7,3.0,0,7,0,0,0,0,0
U07883,20,1,4,1,0.0,2.0,7,17,4,21,1,2,2,3,5,5,0,5,3,2,0.0,0.0,0,1,신입,4,3.0,0,4,0,0,0,0,0
U07884,17,9,4,1,0.0,5.0,7,164,2,21,2,2,2,3,5,10,0,5,14,3,0.0,0.0,10,3,7~9년,39,3.0,0,39,0,0,0,0,0
U07885,20,1,4,0,0.0,0.0,7,0,4,21,1,0,3,15,5,5,0,15,9,1,0.0,0.0,5,1,신입,2,3.0,0,1,0,1,0,0,0
U07886,13,6,4,1,0.0,0.0,7,77,4,21,1,0,1,3,5,5,0,3,9,2,0.0,0.0,5,0,4~6년,11,3.0,0,11,0,0,0,0,0
U07887,20,2,4,1,1.0,1.0,7,3,0,21,1,2,3,3,5,5,0,5,9,2,2.0,1.0,5,1,신입,2,3.0,0,1,0,0,1,0,0
U07888,17,4,4,1,4.0,4.0,7,78,1,21,1,0,1,3,3,6,0,3,8,3,3.0,1.0,9,0,4~6년,3,3.0,0,3,0,0,0,0,0
U07889,19,1,4,2,0.0,7.0,7,196,2,21,2,2,2,3,5,5,0,5,3,2,0.0,0.0,0,0,10~15년,5,3.0,0,5,0,0,0,0,0
U07890,20,6,4,1,0.0,4.0,7,70,4,21,1,2,1,5,5,5,0,3,5,1,0.0,0.0,0,1,1~3년,2,3.0,0,2,0,0,0,0,0
U07891,12,1,4,2,4.0,3.0,7,175,2,21,1,2,2,3,3,5,0,4,3,3,0.0,0.0,7,1,7~9년,16,3.0,0,15,0,1,0,0,0
U07892,17,5,4,1,2.0,2.0,7,43,4,21,1,2,3,8,3,5,0,8,19,3,0.0,0.0,5,0,1~3년,11,3.0,0,11,0,0,0,0,0
U07893,19,10,4,1,5.0,4.0,7,150,4,21,1,2,1,15,5,5,0,15,7,2,0.0,0.0,7,1,7~9년,7,3.0,0,7,0,0,0,0,0
U07894,16,11,4,1,0.0,0.0,4,60,4,21,1,2,3,3,5,10,0,15,0,2,0.0,0.0,5,0,1~3년,3,5.0,0,3,0,0,0,0,0
U07895,19,6,5,1,0.0,0.0,7,0,4,21,1,0,3,3,5,5,0,3,19,2,0.0,0.0,0,2,신입,3,3.0,0,3,0,0,0,0,0
U07896,16,3,5,2,0.0,0.0,7,120,4,21,2,2,3,3,0,0,0,0,9,2,0.0,0.0,5,0,7~9년,7,3.0,0,7,0,0,0,0,0
U07897,16,3,4,1,0.0,0.0,7,48,4,0,0,1,0,0,5,5,0,3,4,3,0.0,0.0,5,0,1~3년,15,3.0,0,11,0,1,3,0,0
U07898,20,1,4,1,2.0,2.0,7,42,4,0,0,1,0,0,0,0,0,0,9,2,0.0,0.0,5,2,1~3년,2,3.0,0,2,0,0,0,0,0
U07899,15,8,4,1,0.0,4.0,7,76,4,21,1,2,2,3,5,5,0,3,0,3,0.0,0.0,1,0,4~6년,6,3.0,0,6,0,0,0,0,0
U07900,19,1,5,1,0.0,3.0,7,116,4,0,0,1,0,0,0,0,0,0,3,1,0.0,0.0,5,1,7~9년,14,3.0,0,14,0,0,0,0,0
U07901,15,11,4,2,0.0,0.0,7,213,4,21,1,2,3,0,3,5,0,14,19,3,0.0,0.0,0,1,10~15년,3,3.0,0,3,0,0,0,0,0
U07902,17,6,4,2,0.0,4.0,7,78,4,21,2,2,2,3,5,5,0,3,3,3,0.0,0.0,7,0,4~6년,3,3.0,0,3,0,0,0,0,0
U07903,18,7,4,1,5.0,4.0,7,111,4,21,1,0,2,5,3,5,0,18,3,3,0.0,0.0,7,2,7~9년,3,3.0,0,3,0,0,0,0,0
U07904,16,11,4,1,0.0,2.0,7,54,4,22,1,0,1,5,5,5,0,4,5,4,0.0,0.0,9,0,1~3년,24,3.0,0,24,0,0,0,0,0
U07905,20,10,3,1,2.0,1.0,7,12,4,2,4,2,1,11,5,10,0,11,9,1,0.0,0.0,1,2,신입,4,3.0,0,4,0,0,0,0,0
U07906,20,10,4,1,0.0,0.0,7,37,4,0,0,1,0,0,5,5,0,3,0,2,0.0,0.0,0,2,1~3년,2,3.0,0,2,0,0,0,0,0
U07907,19,2,4,1,2.0,2.0,7,52,3,21,2,2,2,9,5,5,0,10,9,2,0.0,0.0,5,3,1~3년,29,3.0,0,29,0,0,0,0,0
U07908,19,2,4,2,0.0,4.0,7,156,4,21,1,0,2,3,5,5,0,17,10,1,0.0,0.0,7,2,7~9년,24,3.0,0,24,0,0,0,0,0
U07909,20,11,4,0,0.0,4.0,7,48,4,21,1,2,3,7,3,5,0,18,5,2,0.0,0.0,0,2,1~3년,3,3.0,0,3,0,0,0,0,0
U07910,15,8,4,1,0.0,0.0,7,92,3,0,0,1,0,0,0,0,0,0,9,1,0.0,0.0,5,0,4~6년,7,3.0,0,7,0,0,0,0,0
U07911,18,0,4,1,0.0,0.0,7,12,2,21,1,2,3,3,5,5,0,3,9,2,0.0,0.0,5,1,신입,8,3.0,0,8,0,0,0,0,0
U07912,20,5,4,0,0.0,0.0,7,6,4,20,3,2,1,3,5,5,0,3,9,1,0.0,0.0,0,1,신입,2,3.0,1,1,0,0,0,0,0
U07913,20,3,4,1,3.0,3.0,7,18,4,21,1,0,2,13,5,5,0,3,9,2,0.0,0.0,0,1,신입,3,3.0,0,3,0,0,0,0,0
U07914,18,2,4,1,0.0,0.0,4,63,4,0,0,1,0,5,5,5,0,17,10,3,0.0,0.0,5,1,1~3년,10,3.0,0,10,0,0,0,0,0
U07915,16,0,4,1,0.0,3.0,7,86,4,21,1,2,3,15,3,5,0,15,19,1,0.0,0.0,5,1,4~6년,2,3.0,0,2,0,0,0,0,0
U07916,20,4,4,1,0.0,2.0,7,14,4,21,1,0,2,17,3,5,0,7,10,4,0.0,0.0,7,1,신입,16,3.0,0,16,0,0,0,0,0
U07917,19,2,4,1,0.0,4.0,7,50,4,0,0,1,0,0,0,0,0,0,9,2,0.0,0.0,5,1,1~3년,5,3.0,0,5,0,0,0,0,0
U07918,20,4,4,1,0.0,2.0,7,40,3,21,1,0,2,15,5,5,0,15,9,1,0.0,0.0,5,1,1~3년,7,3.0,0,7,0,0,0,0,0
U07919,18,1,5,2,4.0,3.0,4,0,4,0,0,1,0,3,3,6,0,3,8,1,0.0,0.0,5,0,신입,3,3.0,0,3,0,0,0,0,0
U07920,20,1,3,1,2.0,2.0,7,24,1,0,0,1,0,0,5,4,0,3,9,3,0.0,0.0,0,3,신입,11,3.0,0,10,0,0,1,0,0
U07921,8,7,4,2,0.0,0.0,7,171,4,21,1,2,3,11,5,5,0,11,19,2,0.0,0.0,5,0,7~9년,3,3.0,0,3,0,0,0,0,0
U07922,12,7,4,1,0.0,0.0,7,82,4,21,1,2,3,3,5,5,0,5,9,2,0.0,0.0,5,1,4~6년,5,3.0,0,5,0,0,0,0,0
U07923,18,7,4,2,0.0,0.0,7,180,4,21,1,0,1,5,5,5,0,5,3,3,0.0,0.0,10,1,7~9년,10,3.0,0,10,0,0,0,0,0
U07924,16,0,4,1,2.0,2.0,2,63,2,21,1,0,1,5,5,8,0,17,5,2,0.0,0.0,10,2,1~3년,18,3.0,0,18,0,0,0,0,0
U07925,9,2,4,2,0.0,0.0,7,250,2,0,0,1,0,0,5,5,0,5,3,3,0.0,0.0,1,0,16년~20년,7,3.0,0,7,0,0,0,0,0
U07926,20,4,5,1,2.0,2.0,7,6,1,19,3,0,1,17,5,5,0,3,9,2,0.0,0.0,0,2,신입,3,3.0,0,3,0,0,0,0,0
U07927,15,2,4,1,0.0,0.0,7,96,3,16,4,0,3,15,3,5,0,15,9,2,0.0,0.0,1,4,4~6년,6,3.0,0,6,0,0,0,0,0
U07928,7,11,4,1,0.0,0.0,7,174,2,21,1,2,1,3,5,5,0,5,9,2,0.0,0.0,7,1,7~9년,17,3.0,0,17,0,0,0,0,0
U07929,19,4,4,0,1.0,1.0,7,0,4,0,0,1,0,0,5,5,0,18,9,4,0.0,0.0,5,6,신입,2,3.0,0,1,0,0,1,0,0
U07930,20,3,4,0,2.0,2.0,7,0,4,21,1,0,1,5,5,5,0,3,4,3,0.0,0.0,5,2,신입,3,3.0,0,3,0,0,0,0,0
U07931,20,10,4,1,0.0,0.0,7,1,2,0,0,1,0,0,0,0,0,0,4,3,0.0,0.0,5,0,신입,2,3.0,0,2,0,0,0,0,0
U07932,17,2,4,1,0.0,3.0,7,36,3,21,1,0,3,3,5,5,0,17,9,4,0.0,0.0,5,0,신입,5,3.0,0,2,0,0,3,0,0
U07933,19,2,4,1,4.0,4.0,7,106,4,21,1,2,2,11,5,5,0,11,3,1,0.0,0.0,6,1,4~6년,3,3.0,0,3,0,0,0,0,0
U07934,19,0,4,1,0.0,2.0,7,42,2,21,2,2,2,3,5,5,0,4,17,3,0.0,0.0,7,4,1~3년,18,3.0,0,16,0,2,0,0,0
U07935,20,3,4,0,0.0,0.0,7,12,4,21,1,0,1,12,5,5,0,9,9,2,0.0,0.0,5,1,신입,3,3.0,0,3,0,0,0,0,0
U07936,19,5,4,1,0.0,0.0,7,0,3,0,0,1,0,0,0,0,0,0,9,3,0.0,0.0,5,1,신입,3,3.0,0,3,0,0,0,0,0
U07937,20,3,3,1,0.0,0.0,7,2,3,0,0,1,0,0,5,7,0,3,19,4,0.0,0.0,5,4,신입,3,3.0,0,3,0,0,0,0,0
U07938,20,7,4,0,3.0,2.0,7,42,2,21,1,2,3,5,3,6,1,3,9,4,0.0,0.0,0,2,1~3년,3,3.0,0,3,0,0,0,0,0
U07939,20,10,4,1,0.0,0.0,4,4,3,0,0,1,0,18,5,5,0,18,9,1,0.0,0.0,5,6,신입,6,3.0,0,6,0,0,0,0,0
U07940,17,7,4,2,4.0,2.0,2,73,4,21,1,2,2,3,5,5,0,3,3,2,0.0,0.0,1,0,4~6년,4,3.0,0,4,0,0,0,0,0
U07941,20,4,4,3,0.0,0.0,7,209,1,21,1,2,2,3,5,5,0,5,3,3,0.0,0.0,10,1,10~15년,2,3.0,0,2,0,0,0,0,0
U07942,17,6,4,2,7.0,7.0,7,168,4,21,1,2,3,3,5,5,0,3,19,3,0.0,0.0,8,0,7~9년,3,3.0,0,3,0,0,0,0,0
U07943,14,6,4,1,4.0,3.0,7,84,1,21,1,2,3,10,0,0,0,0,9,2,0.0,0.0,0,0,4~6년,6,3.0,0,6,0,0,0,0,0
U07944,18,5,4,1,0.0,3.0,7,80,3,16,4,0,3,16,3,5,0,16,9,1,0.0,0.0,3,4,4~6년,3,3.0,0,3,0,0,0,0,0
U07945,20,9,4,1,0.0,0.0,7,6,4,21,1,2,3,14,5,5,0,8,4,1,0.0,0.0,5,2,신입,3,3.0,0,3,0,0,0,0,0
U07946,11,7,4,2,4.0,4.0,7,148,4,21,1,2,1,5,5,5,0,5,5,3,0.0,0.0,1,1,7~9년,42,3.0,0,42,0,0,0,0,0
U07947,16,3,4,1,0.0,3.0,7,67,4,0,0,1,0,18,5,5,0,17,3,3,0.0,0.0,10,2,1~3년,28,3.0,1,26,0,1,0,0,0
U07948,17,4,4,2,0.0,4.0,7,144,4,21,1,0,2,3,5,5,0,10,13,3,0.0,0.0,8,3,7~9년,43,3.0,0,43,0,0,0,0,0
U07949,12,7,4,1,0.0,4.0,7,170,4,21,1,2,1,6,5,5,0,3,9,1,3.0,3.0,0,2,7~9년,3,3.0,0,3,0,0,0,0,0
U07950,20,2,4,1,0.0,0.0,7,0,2,21,1,0,1,3,5,5,0,5,4,2,0.0,0.0,5,1,신입,3,3.0,0,3,0,0,0,0,0
U07951,19,7,3,2,2.0,4.0,7,156,4,21,1,2,1,5,5,5,0,5,2,1,0.0,0.0,9,1,7~9년,4,3.0,0,4,0,0,0,0,0
U07952,14,1,4,0,0.0,0.0,7,54,3,21,1,0,3,17,5,5,0,10,9,2,0.0,0.0,5,1,1~3년,8,3.0,0,6,0,0,2,0,0
U07953,20,9,4,2,3.0,2.0,4,85,4,21,1,0,3,4,5,5,0,7,9,2,0.0,0.0,5,1,4~6년,3,3.0,0,3,0,0,0,0,0
U07954,18,8,4,1,0.0,0.0,4,55,4,21,1,2,3,17,5,5,0,10,4,2,0.0,0.0,5,1,1~3년,6,3.0,0,6,0,0,0,0,0
U07955,19,0,4,1,3.0,2.0,7,53,4,21,2,0,2,10,5,5,0,10,3,3,0.0,0.0,10,3,1~3년,9,3.0,0,9,0,0,0,0,0
U07956,15,8,4,1,0.0,3.0,7,62,4,21,1,2,3,5,5,5,0,3,10,2,0.0,0.0,0,3,1~3년,17,3.0,1,16,0,0,0,0,0
U07957,14,1,4,1,0.0,0.0,7,72,3,16,4,2,3,18,5,5,0,3,9,2,0.0,0.0,3,2,1~3년,3,3.0,0,3,0,0,0,0,0
U07958,19,9,4,0,0.0,2.0,7,41,4,21,1,2,1,15,5,5,0,15,9,2,0.0,0.0,0,4,1~3년,6,3.0,0,5,0,0,1,0,0
U07959,20,3,4,1,3.0,3.0,7,21,4,21,1,2,2,11,5,5,0,11,8,1,2.0,3.0,0,2,신입,2,3.0,0,2,0,0,0,0,0
U07960,20,5,4,1,0.0,0.0,7,0,4,21,1,2,3,9,5,5,0,7,5,2,0.0,0.0,0,1,신입,3,3.0,0,2,0,0,1,0,0
U07961,18,2,4,1,0.0,0.0,7,14,4,21,1,0,3,13,5,5,0,10,9,1,0.0,0.0,0,5,신입,8,3.0,0,8,0,0,0,0,0
U07962,20,9,4,1,0.0,0.0,7,6,3,21,1,0,3,3,0,0,0,0,9,3,2.0,1.0,3,1,신입,3,3.0,0,3,0,0,0,0,0
U07963,16,3,4,2,0.0,8.0,7,188,4,21,1,2,2,17,0,0,0,0,0,1,0.0,0.0,5,0,10~15년,2,3.0,0,2,0,0,0,0,0
U07964,20,4,4,0,2.0,0.0,2,0,4,0,0,1,0,0,0,0,0,0,3,2,0.0,0.0,0,1,신입,2,3.0,0,2,0,0,0,0,0
U07965,20,10,4,0,0.0,0.0,7,12,3,21,1,0,3,13,5,5,0,3,9,3,2.0,2.0,5,1,신입,4,3.0,0,4,0,0,0,0,0
U07966,20,10,4,1,2.0,2.0,7,18,4,21,1,0,3,17,5,5,0,3,5,3,0.0,0.0,0,3,신입,4,3.0,0,4,0,0,0,0,0
U07967,17,6,4,2,0.0,4.0,7,132,3,21,1,0,3,11,5,5,0,6,0,2,0.0,0.0,5,0,7~9년,15,3.0,0,14,0,1,0,0,0
U07968,20,8,4,0,2.0,4.0,7,10,4,21,1,0,3,17,0,0,0,0,9,2,0.0,0.0,5,2,신입,4,3.0,0,3,0,0,1,0,0
U07969,13,9,4,2,4.0,4.0,7,145,4,21,1,0,1,3,5,5,0,3,0,4,0.0,0.0,7,2,7~9년,6,3.0,0,6,0,0,0,0,0
U07970,20,9,4,1,0.0,1.0,7,10,4,19,3,2,1,5,5,5,0,3,9,2,0.0,0.0,5,2,신입,3,3.0,0,3,0,0,0,0,0
U07971,14,1,3,2,0.0,3.0,7,132,4,0,0,1,0,0,5,10,0,9,9,2,0.0,0.0,0,0,7~9년,3,3.0,0,3,0,0,0,0,0
U07972,19,0,4,2,4.0,4.0,7,154,4,21,1,2,1,3,5,5,0,3,4,1,0.0,0.0,0,0,7~9년,3,3.0,0,3,0,0,0,0,0
U07973,19,3,2,1,3.0,3.0,7,72,4,8,4,2,2,3,3,6,0,3,3,3,0.0,0.0,10,7,1~3년,8,3.0,0,8,0,0,0,0,0
U07974,11,3,4,2,0.0,0.0,7,120,4,19,3,2,1,9,5,5,0,7,9,2,0.0,0.0,5,0,7~9년,3,3.0,0,3,0,0,0,0,0
U07975,13,1,3,1,3.0,3.0,7,60,4,21,1,2,3,3,5,10,0,3,10,3,0.0,0.0,5,1,1~3년,3,3.0,0,3,0,0,0,0,0
U07976,19,9,4,2,2.0,2.0,7,58,4,21,1,0,1,10,5,5,0,17,4,2,4.0,2.0,5,2,1~3년,2,3.0,0,2,0,0,0,0,0
U07977,15,4,4,1,3.0,3.0,6,77,1,21,1,0,1,3,5,5,0,19,4,2,0.0,0.0,10,0,4~6년,3,3.0,0,3,0,0,0,0,0
U07978,16,8,4,2,0.0,0.0,7,153,1,21,2,2,2,3,5,5,0,5,23,2,0.0,0.0,1,1,7~9년,8,3.0,0,8,0,0,0,0,0
U07979,20,7,4,1,0.0,1.0,7,14,4,21,1,2,3,12,5,5,0,7,9,3,0.0,0.0,3,0,신입,11,3.0,0,8,0,0,3,0,0
U07980,20,3,4,0,1.0,5.0,7,0,4,21,1,2,1,5,5,5,0,3,9,2,0.0,0.0,5,0,신입,2,3.0,0,2,0,0,0,0,0
U07981,20,11,4,1,2.0,3.0,6,36,1,21,2,2,2,3,5,5,0,3,17,2,2.0,2.0,10,4,신입,3,3.0,0,3,0,0,0,0,0
U07982,12,1,4,1,0.0,4.0,7,134,4,0,0,1,0,0,0,0,0,0,8,2,2.0,2.0,1,1,7~9년,29,3.0,0,29,0,0,0,0,0
U07983,20,0,4,3,0.0,3.0,7,130,2,21,2,0,2,6,3,5,0,11,5,4,0.0,0.0,1,0,7~9년,4,3.0,0,3,0,1,0,0,0
U07984,12,6,4,1,0.0,3.0,7,93,4,21,1,2,1,5,5,5,0,3,9,4,0.0,0.0,9,5,4~6년,3,3.0,0,3,0,0,0,0,0
U07985,7,2,4,1,0.0,5.0,7,151,2,21,1,2,2,3,5,5,0,3,3,3,0.0,0.0,4,1,7~9년,17,3.0,0,17,0,0,0,0,0
U07986,19,0,5,2,3.0,3.0,7,54,4,0,0,1,0,0,0,0,0,0,9,3,0.0,0.0,0,0,1~3년,8,3.0,0,8,0,0,0,0,0
U07987,16,2,4,1,0.0,0.0,7,33,4,21,1,2,2,3,5,5,0,5,10,1,0.0,0.0,10,2,신입,8,3.0,0,8,0,0,0,0,0
U07988,19,0,4,1,0.0,0.0,7,6,2,19,3,2,1,3,5,5,0,3,9,2,0.0,0.0,0,5,신입,6,3.0,0,5,0,0,1,0,0
U07989,10,6,4,2,5.0,4.0,7,126,4,0,0,1,0,0,0,0,0,0,20,4,0.0,0.0,1,1,7~9년,3,3.0,0,3,0,0,0,0,0
U07990,12,11,4,3,0.0,3.0,6,180,1,21,1,0,2,3,5,5,0,5,0,2,2.0,2.0,1,1,7~9년,5,3.0,0,5,0,0,0,0,0
U07991,9,2,4,2,0.0,3.0,1,126,1,21,1,2,2,3,5,5,0,5,0,3,0.0,0.0,1,1,7~9년,3,3.0,0,3,0,0,0,0,0
U07992,20,10,4,1,2.0,2.0,7,18,4,21,1,0,3,17,5,5,0,3,19,2,0.0,0.0,0,0,신입,3,3.0,0,3,0,0,0,0,0
U07993,20,2,3,1,0.0,0.0,7,45,1,8,4,0,1,3,5,7,0,3,5,4,0.0,0.0,7,0,1~3년,3,3.0,0,3,0,0,0,0,0
U07994,9,8,4,1,0.0,4.0,7,127,4,21,1,2,1,14,3,5,0,14,19,2,0.0,0.0,5,0,7~9년,6,3.0,0,5,0,1,0,0,0
U07995,20,11,5,2,0.0,3.0,7,91,1,0,0,1,0,3,5,5,0,5,9,4,0.0,0.0,5,0,4~6년,3,3.0,0,3,0,0,0,0,0
U07996,17,8,4,1,4.0,4.0,7,68,4,0,0,1,0,3,5,5,0,3,8,2,0.0,0.0,0,0,1~3년,2,3.0,0,2,0,0,0,0,0
U07997,20,5,4,0,0.0,0.0,7,12,1,0,0,1,0,18,5,5,0,3,9,2,0.0,0.0,5,0,신입,6,3.0,0,5,0,0,1,0,0
